
1707891801835,939,Login Page-78,200,OK,Thread Group 1-1,text,true,,1059,458,1,1,https://learnertracker.netlify.app/,937,0,774
1707891803002,451,Login Page-80,200,OK,Thread Group 1-1,text,true,,923,1622,1,1,https://incoming.telemetry.mozilla.org/submit/activity-stream/sessions/1/7c866379-7334-4f80-824b-8d90a027a27e,451,0,131
1707891803455,270,Login Page-81,200,OK,Thread Group 1-1,text,true,,737,2417,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/fda680fd-b340-459f-95a5-3058d5849915,270,0,0
1707891803727,286,Login Page-79,200,OK,Thread Group 1-1,text,true,,794,1859,1,1,https://incoming.telemetry.mozilla.org/submit/activity-stream/impression-stats/1/d4351a71-c6a8-4bf1-8a98-8578e5afb4fa,286,0,0
1707891804016,265,Login Page-84,200,OK,Thread Group 1-1,text,true,,760,2399,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/6cab474c-96c4-401c-9a88-168ddf4abc8e,264,0,0
1707891804283,303,Login Page-85,200,OK,Thread Group 1-1,text,true,,941,2639,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/f0442629-4f5d-4cee-b54f-34d463a02164,303,0,0
1707891804588,268,Login Page-86,200,OK,Thread Group 1-1,text,true,,716,2422,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/9963b700-96eb-4353-a28c-cea67afdd58b,268,0,0
1707891804858,298,Login Page-87,200,OK,Thread Group 1-1,text,true,,722,2672,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/d3f09900-89ab-4e33-8cbf-48a9dd470672,298,0,0
1707891805158,283,Login Page-88,200,OK,Thread Group 1-1,text,true,,936,2693,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/235abcea-81c6-49aa-89fa-cbddbd8f5c9f,283,0,0
1707891805443,338,Login Page-89,200,OK,Thread Group 1-1,text,true,,905,2408,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/1fa1750b-4ad0-42ac-a9b5-2a4bc01f956c,338,0,0
1707891805783,396,Login Page-90,200,OK,Thread Group 1-1,text,true,,823,2374,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/beaf04c5-a8ef-4aed-852c-3c518717ed67,396,0,0
1707891806181,297,Login Page-91,200,OK,Thread Group 1-1,text,true,,904,2344,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/63e4958d-bbbd-4488-a9b7-49e37150918b,297,0,0
1707891806479,274,Login Page-92,200,OK,Thread Group 1-1,text,true,,756,2436,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/0e31a223-f54a-4785-b9de-6fab46188077,274,0,0
1707891806755,283,Login Page-93,200,OK,Thread Group 1-1,text,true,,760,2378,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/2c919c89-3a55-4698-a3d7-d7b206d8bf62,283,0,0
1707891807039,253,Login Page-94,200,OK,Thread Group 1-1,text,true,,802,2687,1,1,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/a2e737b5-d551-4950-b170-2c03fe683e23,253,0,0
1707891801660,5204,Login Page,200,"Number of samples in transaction : 15, number of failing samples : 0",Thread Group 1-1,,true,,12538,33808,1,1,null,5201,418,905
1707891807296,92,Login Page-96,400,Bad Request,Thread Group 1-1,text,false,,468,595,1,1,https://push.services.mozilla.com/,89,0,68
1707891807294,92,Login Page,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-1,,false,,468,595,1,1,null,89,7,68
1707891807394,149,Admin Login-109,400,Bad Request,Thread Group 1-1,text,false,,468,595,1,1,https://push.services.mozilla.com/,148,0,122
1707891807393,149,Admin Login,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-1,,false,,468,595,1,1,null,148,2,122
1707891807547,298,Admin Login-107,204,No Content,Thread Group 1-1,,true,,471,512,1,1,https://learnertracker.onrender.com/api/login,0,0,151
1707891807847,139,Admin Login-108,204,No Content,Thread Group 1-1,,true,,471,512,1,1,https://learnertracker.onrender.com/api/login,0,0,0
1707891807988,297,Admin Login-106,204,No Content,Thread Group 1-1,,true,,471,512,1,1,https://learnertracker.onrender.com/api/login,0,0,0
1707891808286,239,Admin Login-112,200,OK,Thread Group 1-1,text,true,,838,552,1,1,https://learnertracker.onrender.com/api/login,239,0,0
1707891808527,248,Admin Login-110,200,OK,Thread Group 1-1,text,true,,838,552,1,1,https://learnertracker.onrender.com/api/login,248,0,0
1707891808777,234,Admin Login-111,200,OK,Thread Group 1-1,text,true,,838,552,1,1,https://learnertracker.onrender.com/api/login,234,0,0
1707891809012,230,Admin Login-116,200,OK,Thread Group 1-1,text,true,,78672,505,1,1,https://learnertracker.netlify.app/static/media/fa-solid-900.1551f4f60c37af51121f.woff2,78,0,0
1707891809244,195,Admin Login-118,200,OK,Thread Group 1-1,text,true,,932,453,1,1,https://unpkg.com/ionicons@7.1.0/dist/ionicons/svg/person-add-outline.svg,195,0,118
1707891809440,1083,Admin Login-115,200,OK,Thread Group 1-1,text,true,,12956,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,1081,0,0
1707891810527,1191,Admin Login-114,200,OK,Thread Group 1-1,text,true,,12938,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,1186,0,0
1707891811718,49,Admin Login-120,200,OK,Thread Group 1-1,text,true,,823,447,1,1,https://unpkg.com/ionicons@7.1.0/dist/ionicons/svg/close-circle.svg,49,0,0
1707891811768,81,Admin Login-119,200,OK,Thread Group 1-1,text,true,,974,441,1,1,https://unpkg.com/ionicons@7.1.0/dist/ionicons/svg/create.svg,81,0,0
1707891807545,4284,Admin Login,200,"Number of samples in transaction : 12, number of failing samples : 0",Thread Group 1-1,,true,,111222,6354,1,1,null,3391,22,269
1707891811851,171,Add new user-121,204,No Content,Thread Group 1-1,,true,,471,516,1,1,https://learnertracker.onrender.com/api/postudata,0,0,0
1707891812024,166,Add new user-122,200,OK,Thread Group 1-1,text,true,,512,870,1,1,https://learnertracker.onrender.com/api/postudata,166,0,0
1707891812191,1904,Add new user-124,200,OK,Thread Group 1-1,text,true,,13012,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,1901,0,0
1707891814096,1087,Add new user-123,200,OK,Thread Group 1-1,text,true,,12926,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,1085,0,0
1707891811850,3328,Add new user,200,"Number of samples in transaction : 4, number of failing samples : 0",Thread Group 1-1,,true,,26921,2702,1,1,null,3152,6,0
1707891815185,918,Update user details-126,200,OK,Thread Group 1-1,text,true,,12926,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,917,0,0
1707891816104,922,Update user details-125,200,OK,Thread Group 1-1,text,true,,13004,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,921,0,0
1707891815184,1840,Update user details,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,25930,1316,1,1,null,1838,2,0
1707891817027,145,Update user details-127,204,No Content,Thread Group 1-1,,true,,471,539,1,1,https://learnertracker.onrender.com/api/putudata/65cc5639fb3ec042f983a63e,0,0,0
1707891817173,156,Update user details-128,200,OK,Thread Group 1-1,text,true,,513,756,1,1,https://learnertracker.onrender.com/api/putudata/65cc5639fb3ec042f983a63e,156,0,0
1707891817331,79,Update user details-129,200,OK,Thread Group 1-1,text,true,,1021,463,1,1,https://learnertracker.netlify.app/ahome,78,0,0
1707891817411,944,Update user details-133,200,OK,Thread Group 1-1,text,true,,13004,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,943,0,0
1707891818356,887,Update user details-134,200,OK,Thread Group 1-1,text,true,,13007,658,1,1,https://learnertracker.onrender.com/api/getudata/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InZpZGh5YSIsImlkIjoiNjViOWY1NzcyNDcxNWQ2ODVhOTJkZWQyIiwiaWF0IjoxNzA3ODkwMTQ0LCJleHAiOjE3MDc5NzY1NDR9.smgO9QtK2x0JedyX_ZGfXQO3bqxI8xJIp8v4iUT8K2w/Admin,885,0,0
1707891819244,121,Update user details-135,400,Bad Request,Thread Group 1-1,text,false,,468,595,1,1,https://push.services.mozilla.com/,119,0,93
1707891817027,2332,Update user details,,"Number of samples in transaction : 6, number of failing samples : 1",Thread Group 1-1,,false,,28484,3669,1,1,null,2181,7,93
